"record_number","position_x","position_y","position_z","rotation_quaternion_x","rotation_quaternion_y","rotation_quaternion_z","rotation_quaternion_w","speed","gforce_x","gforce_y","gforce_z"
236,3.3385117053985596,19.721115112304688,11.60462474822998,0.24147151410579681,-0.07998951524496078,0.019793951883912086,0.966903030872345,2.222222328186035,0.0003633232263382524,0.8825879693031311,0.47010764479637146
237,3.3710289001464844,19.826480865478516,11.409491539001465,0.24147118628025055,-0.0799906998872757,0.019797885790467262,0.9669029116630554,2.222222328186035,0.0003510471142362803,0.8825994729995728,0.4701062738895416
238,3.4035427570343018,19.931835174560547,11.214380264282227,0.24147085845470428,-0.07999187707901001,0.01980186067521572,0.9669027924537659,2.222222328186035,0.00034664178383536637,0.8826077580451965,0.4701397120952606
239,3.436061143875122,20.037202835083008,11.019240379333496,0.2414705753326416,-0.07999309152364731,0.01980588026344776,0.9669027924537659,2.222222328186035,0.00033592883846722543,0.8825940489768982,0.4701097309589386
240,3.468616008758545,20.142690658569336,10.823881149291992,0.24147021770477295,-0.07999429851770401,0.019809942692518234,0.9669026136398315,2.222222328186035,0.0003331141488160938,0.8825953602790833,0.4701104462146759
241,3.501131296157837,20.248050689697266,10.62876033782959,0.2414698749780655,-0.0799955204129219,0.01981404423713684,0.966902494430542,2.222222328186035,0.00031609556754119694,0.8826208114624023,0.47012388706207275
242,3.5336592197418213,20.353450775146484,10.433561325073242,0.24146951735019684,-0.079996757209301,0.01981818862259388,0.9669023752212524,2.222222328186035,0.00031402139575220644,0.8825825452804565,0.4701198935508728
243,3.5661823749542236,20.45883560180664,10.238391876220703,0.241469144821167,-0.07999798655509949,0.019822372123599052,0.9669023156166077,2.222222328186035,0.000308307382510975,0.8825881481170654,0.47011953592300415
244,3.5987091064453125,20.564233779907227,10.04319953918457,0.24146880209445953,-0.07999924570322037,0.019826600328087807,0.9669021964073181,2.222222328186035,0.0003016530827153474,0.8826096653938293,0.47013378143310547
245,3.631239652633667,20.669641494750977,9.84798526763916,0.24146844446659088,-0.08000051975250244,0.019830871373414993,0.9669021368026733,2.222222328186035,0.0002993480011355132,0.8825937509536743,0.47012731432914734
246,3.66377329826355,20.775060653686523,9.652752876281738,0.241468146443367,-0.08000180870294571,0.01983518898487091,0.9669020771980286,2.222222328186035,0.0002934338990598917,0.8825851678848267,0.4701170027256012
247,3.6963095664978027,20.880489349365234,9.457502365112305,0.24146780371665955,-0.08000309765338898,0.01983954757452011,0.966901957988739,2.222222328186035,0.0002891790936701,0.882609486579895,0.47013425827026367
248,3.7288575172424316,20.98595428466797,9.262187004089355,0.24146737158298492,-0.08000438660383224,0.019843945279717445,0.9669017791748047,2.222222328186035,0.00026987213641405106,0.8825836181640625,0.4701191484928131
249,3.7613654136657715,21.091291427612305,9.067106246948242,0.24146699905395508,-0.0800056979060173,0.019848383963108063,0.9669016599655151,2.222222328186035,0.000268163246801123,0.8825984597206116,0.47012650966644287
250,3.793879270553589,21.196643829345703,8.871994018554688,0.24146665632724762,-0.08000701665878296,0.019852865487337112,0.9669015407562256,2.222222328186035,0.00025837833527475595,0.8826079964637756,0.4701148271560669
251,3.82639741897583,21.302013397216797,8.676850318908691,0.24146628379821777,-0.08000835031270981,0.019857393577694893,0.9669014811515808,2.222222328186035,0.0002476404479239136,0.8826057314872742,0.4701235294342041
252,3.8589284420013428,21.407424926757812,8.481632232666016,0.24146589636802673,-0.08000969141721725,0.019861964508891106,0.9669013619422913,2.222222328186035,0.000243888032855466,0.8826000690460205,0.4701271653175354
253,3.891462802886963,21.512845993041992,8.286395072937012,0.2414655089378357,-0.0800110474228859,0.0198665801435709,0.9669012427330017,2.222222328186035,0.00022596886265091598,0.8826197385787964,0.4701356291770935
254,3.923999786376953,21.618274688720703,8.091141700744629,0.24146512150764465,-0.08001241087913513,0.019871238619089127,0.9669011235237122,2.222222328186035,0.00021941312297713012,0.8825895190238953,0.47012969851493835
255,3.956530809402466,21.72368621826172,7.895923137664795,0.2414647340774536,-0.08001379668712616,0.019875941798090935,0.9669010043144226,2.222222328186035,0.0002163051685784012,0.8825950026512146,0.47012245655059814
256,3.9891138076782227,21.82926368713379,7.70039176940918,0.24146433174610138,-0.08001518249511719,0.019880695268511772,0.9669008851051331,2.222222328186035,0.00020783017680514604,0.8826150298118591,0.4701352119445801
257,4.021694660186768,21.934837341308594,7.504873275756836,0.24146394431591034,-0.0800165981054306,0.019885491579771042,0.9669007658958435,2.222222328186035,0.00019750461797229946,0.8825927972793579,0.4701254963874817
258,4.05427360534668,22.040401458740234,7.309366703033447,0.2414635419845581,-0.08001800626516342,0.019890334457159042,0.966900646686554,2.222222328186035,0.00018886277393903583,0.8825887441635132,0.47011297941207886
259,4.086850643157959,22.145963668823242,7.113869667053223,0.24146312475204468,-0.08001943677663803,0.019895218312740326,0.9669005274772644,2.222222328186035,0.00018277978233527392,0.8826002478599548,0.47012680768966675
260,4.119426727294922,22.25151824951172,6.918382167816162,0.24146273732185364,-0.08002088963985443,0.01990014873445034,0.9669004082679749,2.222222328186035,0.0001704558962956071,0.8825948238372803,0.47012749314308167
261,4.151960372924805,22.356937408447266,6.723146438598633,0.2414623349905014,-0.08002232760190964,0.01990511827170849,0.9669002890586853,2.222222328186035,0.000166002064361237,0.8825916647911072,0.47012460231781006
262,4.1844964027404785,22.462366104125977,6.527894020080566,0.24146191775798798,-0.08002379536628723,0.01991012878715992,0.9669001698493958,2.222222328186035,0.00015793698548804969,0.882599949836731,0.4701334238052368
263,4.21703577041626,22.56780242919922,6.332626819610596,0.24146150052547455,-0.08002527058124542,0.019915185868740082,0.9669000506401062,2.222222328186035,0.0001374195999233052,0.8825995922088623,0.4701245427131653
264,4.249544620513916,22.673141479492188,6.137538909912109,0.24146106839179993,-0.08002674579620361,0.019920283928513527,0.9668999314308167,2.222222328186035,0.0001353751722490415,0.8825690150260925,0.47011619806289673
265,4.2820587158203125,22.77849769592285,5.942419052124023,0.2414606511592865,-0.0800282433629036,0.019925428554415703,0.9668998122215271,2.222222328186035,0.0001314773253398016,0.8826145529747009,0.4701424241065979
266,4.314578056335449,22.883869171142578,5.7472710609436035,0.24146021902561188,-0.08002975583076477,0.01993061602115631,0.9668996930122375,2.222222328186035,0.0001177691447082907,0.8826032876968384,0.4701336622238159
267,4.347100734710693,22.989255905151367,5.552097797393799,0.24145977199077606,-0.08003126829862595,0.01993585005402565,0.966899573802948,2.222222328186035,0.0001092836755560711,0.8825972080230713,0.4701252281665802
268,4.379668712615967,23.094783782958984,5.356657028198242,0.24145932495594025,-0.08003280311822891,0.019941136240959167,0.9668994545936584,2.222222328186035,9.365796722704545e-05,0.8826053738594055,0.47013360261917114
269,4.412195205688477,23.200180053710938,5.161463737487793,0.241458922624588,-0.08003435283899307,0.019946465268731117,0.9668992757797241,2.222222328186035,8.590520883444697e-05,0.8826177716255188,0.47014468908309937
270,4.444725036621094,23.305585861206055,4.966249465942383,0.2414584755897522,-0.08003590255975723,0.01995183527469635,0.9668991565704346,2.222222328186035,8.250217797467485e-05,0.882606029510498,0.4701288938522339
271,4.477209091186523,23.410844802856445,4.771309852600098,0.2414580136537552,-0.08003747463226318,0.019957246258854866,0.966899037361145,2.222222328186035,6.575587030965835e-05,0.8825808763504028,0.4701122045516968
272,4.509700775146484,23.516128540039062,4.576323509216309,0.24145755171775818,-0.08003904670476913,0.019962701946496964,0.9668989181518555,2.222222328186035,5.6862107157940045e-05,0.8826081156730652,0.4701344966888428
273,4.542159080505371,23.62130355834961,4.381539344787598,0.24145710468292236,-0.08004063367843628,0.019968200474977493,0.9668987989425659,2.222222328186035,4.3474792619235814e-05,0.8825745582580566,0.4701109528541565
274,4.57462739944458,23.726511001586914,4.186692714691162,0.24145664274692535,-0.08004221320152283,0.019973745569586754,0.9668986797332764,2.222222328186035,4.3283776903990656e-05,0.8825851082801819,0.47011566162109375
275,4.607105255126953,23.831748962402344,3.991790533065796,0.24145619571208954,-0.08004382997751236,0.019979340955615044,0.9668985605239868,2.222222328186035,2.3053040422382765e-05,0.8825963735580444,0.47012609243392944
276,4.639558792114258,23.93691062927246,3.7970314025878906,0.24145574867725372,-0.08004544675350189,0.019984977319836617,0.9668983817100525,2.222222328186035,2.3183160010376014e-05,0.8826068043708801,0.4701234698295593
277,4.672023773193359,24.04210662841797,3.602207660675049,0.2414552867412567,-0.08004707098007202,0.01999066211283207,0.9668983221054077,2.222222328186035,9.005599167721812e-06,0.8826063275337219,0.4701324701309204
278,4.7044572830200195,24.147201538085938,3.407569408416748,0.24145476520061493,-0.08004868775606155,0.019996384158730507,0.9668981432914734,2.222222328186035,-6.566302090504905e-06,0.8825877904891968,0.47012099623680115
279,4.736911773681641,24.252365112304688,3.2128043174743652,0.24145428836345673,-0.08005032688379288,0.020002156496047974,0.9668979644775391,2.222222328186035,-1.0263664989906829e-05,0.8826097249984741,0.4701313376426697
280,4.769417762756348,24.357694625854492,3.0177316665649414,0.24145382642745972,-0.0800519809126854,0.020007984712719917,0.9668978452682495,2.222222328186035,-2.4296021365444176e-05,0.8826011419296265,0.4701228737831116
281,4.801929473876953,24.463041305541992,2.8226253986358643,0.24145333468914032,-0.0800536498427391,0.020013857632875443,0.96689772605896,2.222222328186035,-3.922723772120662e-05,0.8825966119766235,0.47012388706207275
282,4.834445476531982,24.568405151367188,2.6274895668029785,0.24145282804965973,-0.08005531132221222,0.02001977153122425,0.9668975472450256,2.222222328186035,-3.520181780913845e-05,0.8826189637184143,0.4701370596885681
283,4.866958141326904,24.673757553100586,2.4323770999908447,0.24145233631134033,-0.08005699515342712,0.02002573199570179,0.9668974280357361,2.222222328186035,-4.4143071136204526e-05,0.8826076984405518,0.47012752294540405
284,4.899484157562256,24.779150009155273,2.237185001373291,0.24145184457302094,-0.08005867898464203,0.02003173530101776,0.9668973088264465,2.222222328186035,-7.167516741901636e-05,0.8825737237930298,0.47011494636535645
285,4.932013034820557,24.88455581665039,2.0419716835021973,0.24145136773586273,-0.08006040006875992,0.020037785172462463,0.9668972492218018,2.222222328186035,-6.533011037390679e-05,0.8825892806053162,0.4701220393180847
286,4.9645538330078125,24.98999786376953,1.8466888666152954,0.24145084619522095,-0.08006209880113602,0.02004387602210045,0.9668970108032227,2.222222328186035,-7.740353612462059e-05,0.8826076984405518,0.47013089060783386
287,4.997137546539307,25.095579147338867,1.6511502265930176,0.24145032465457916,-0.08006379753351212,0.020050017163157463,0.9668968915939331,2.222222328186035,-9.743522241478786e-05,0.8825860619544983,0.470119833946228
288,5.029726982116699,25.201181411743164,1.4555747509002686,0.24144980311393738,-0.0800655335187912,0.02005620114505291,0.9668967723846436,2.222222328186035,-0.00010237722744932398,0.8826262950897217,0.47013846039772034
289,5.062314033508301,25.30677032470703,1.2600163221359253,0.24144934117794037,-0.08006727695465088,0.020062429830431938,0.966896653175354,2.222222328186035,-0.00011773557343985885,0.882583498954773,0.47011643648147583
290,5.094897747039795,25.412353515625,1.064473032951355,0.241448774933815,-0.08006901293992996,0.020068692043423653,0.9668964147567749,2.222222328186035,-0.00012896714906673878,0.8825808167457581,0.47011780738830566
291,5.127488136291504,25.51795768737793,0.8688935041427612,0.24144825339317322,-0.08007075637578964,0.02007499895989895,0.9668962955474854,2.222222328186035,-0.0001392348058288917,0.8826181292533875,0.47013697028160095
292,5.1600751876831055,25.62354850769043,0.6733314394950867,0.24144774675369263,-0.08007252216339111,0.02008134499192238,0.966896116733551,2.222222328186035,-0.00015205357340164483,0.8825843334197998,0.47011837363243103
293,5.1926679611206055,25.729162216186523,0.47773477435112,0.24144721031188965,-0.08007428050041199,0.020087730139493942,0.9668959975242615,2.222222328186035,-0.0001539447985123843,0.8826067447662354,0.4701300263404846
294,5.225257873535156,25.834762573242188,0.28215721249580383,0.24144670367240906,-0.08007606863975525,0.02009415440261364,0.9668958187103271,2.222222328186035,-0.00017736753216013312,0.8826095461845398,0.4701319932937622
295,5.25783634185791,25.940326690673828,0.08664701133966446,0.24144615232944489,-0.08007784932851791,0.020100615918636322,0.9668956995010376,2.222222328186035,-0.00018828679458238184,0.8825646042823792,0.47010767459869385
296,5.2904133796691895,26.045886993408203,-0.10885270684957504,0.2414456307888031,-0.08007963746786118,0.020107116550207138,0.9668956398963928,2.222222328186035,-0.00020525972649920732,0.8826054334640503,0.47013038396835327
297,5.323028564453125,26.15157127380371,-0.30458658933639526,0.24144506454467773,-0.08008142560720444,0.020113656297326088,0.9668954014778137,2.222222328186035,-0.0002057445963146165,0.8826164603233337,0.4701343774795532
298,5.3556389808654785,26.257238388061523,-0.5002877712249756,0.24144454300403595,-0.08008324354887009,0.02012023702263832,0.9668952822685242,2.222222328186035,-0.00022076726600062102,0.8825805187225342,0.47011592984199524
299,5.388244152069092,26.362890243530273,-0.6959593296051025,0.2414439618587494,-0.08008504658937454,0.02012685313820839,0.9668951034545898,2.222222328186035,-0.0002363966341363266,0.8825966119766235,0.4701262414455414
300,5.420845031738281,26.46852684020996,-0.8916041851043701,0.24144341051578522,-0.0800868570804596,0.020133500918745995,0.9668949842453003,2.222222328186035,-0.00025021788314916193,0.8825865983963013,0.4701182246208191
301,5.4534010887146,26.57402229309082,-1.0869816541671753,0.24144285917282104,-0.08008868992328644,0.020140180364251137,0.966894805431366,2.222222328186035,-0.00025502184871584177,0.8825943470001221,0.47012463212013245
302,5.485908508300781,26.679357528686523,-1.282068133354187,0.24144230782985687,-0.08009050786495209,0.02014688029885292,0.9668946266174316,2.222222328186035,-0.0002659895981196314,0.8826122283935547,0.47013428807258606
303,5.518462181091309,26.784841537475586,-1.4774301052093506,0.24144180119037628,-0.08009235560894012,0.020153630524873734,0.9668945670127869,2.222222328186035,-0.0002770753635559231,0.88258957862854,0.4701197147369385
304,5.550976276397705,26.890195846557617,-1.6725529432296753,0.24144122004508972,-0.08009419590234756,0.02016039937734604,0.9668943285942078,2.222222328186035,-0.000294161174679175,0.8826095461845398,0.4701334238052368
305,5.583454132080078,26.995433807373047,-1.8674602508544922,0.24144062399864197,-0.08009602874517441,0.020167198032140732,0.9668942093849182,2.222222328186035,-0.00030772629543207586,0.8825973868370056,0.4701249301433563
306,5.615899562835693,27.100568771362305,-2.062174081802368,0.2414400726556778,-0.08009788393974304,0.020174026489257812,0.9668940305709839,2.222222328186035,-0.00031849165679886937,0.8825922608375549,0.4701216220855713
307,5.6483564376831055,27.205739974975586,-2.2569570541381836,0.24143950641155243,-0.08009973913431168,0.02018088474869728,0.9668938517570496,2.222222328186035,-0.0003351131163071841,0.8826127648353577,0.4701355993747711
308,5.680823802947998,27.310943603515625,-2.4518020153045654,0.24143898487091064,-0.0801016166806221,0.02018778584897518,0.9668937921524048,2.222222328186035,-0.0003487215144559741,0.8825721740722656,0.47011247277259827
309,5.713341236114502,27.416311264038086,-2.646946668624878,0.2414383739233017,-0.08010348677635193,0.020194722339510918,0.9668935537338257,2.222222328186035,-0.0003621339565142989,0.8826152086257935,0.4701348841190338
310,5.74586296081543,27.521692276000977,-2.8421177864074707,0.24143780767917633,-0.08010535687208176,0.02020169235765934,0.9668933749198914,2.222222328186035,-0.000370262423530221,0.882603645324707,0.47012975811958313
311,5.77842903137207,27.627216339111328,-3.0375559329986572,0.24143721163272858,-0.08010724186897278,0.020208703354001045,0.9668932557106018,2.222222328186035,-0.0003820545971393585,0.8825867772102356,0.47011905908584595
312,5.810986042022705,27.73271369934082,-3.232940673828125,0.24143663048744202,-0.0801091268658638,0.020215744152665138,0.9668930768966675,2.222222328186035,-0.00039124832255765796,0.8826165199279785,0.47013160586357117
313,5.843543529510498,27.838211059570312,-3.4283275604248047,0.24143606424331665,-0.08011103421449661,0.020222818478941917,0.9668930172920227,2.222222328186035,-0.0004079590435139835,0.88263338804245,0.47014594078063965
314,5.876101493835449,27.943706512451172,-3.623716354370117,0.2414354383945465,-0.08011293411254883,0.020229918882250786,0.9668927788734436,2.222222328186035,-0.00042957888217642903,0.8825923800468445,0.4701217710971832
315,5.9086594581604,28.049205780029297,-3.8191065788269043,0.24143487215042114,-0.08011484891176224,0.02023705095052719,0.9668926000595093,2.222222328186035,-0.00042708503315225244,0.8826137781143188,0.47012895345687866
316,5.941226005554199,28.154733657836914,-4.0145487785339355,0.2414342761039734,-0.08011674880981445,0.020244210958480835,0.966892421245575,2.222222328186035,-0.0004523431998677552,0.8826016187667847,0.470119833946228
317,5.97376012802124,28.260154724121094,-4.209794044494629,0.24143365025520325,-0.08011866360902786,0.02025139331817627,0.9668923020362854,2.222222328186035,-0.0004644393629860133,0.8825921416282654,0.4701266288757324
318,6.006288051605225,28.365556716918945,-4.40500545501709,0.24143308401107788,-0.08012059330940247,0.02025860734283924,0.9668921232223511,2.222222328186035,-0.0004673469520639628,0.8825957179069519,0.4701235890388489
319,6.038827896118164,28.47099494934082,-4.60028600692749,0.24143245816230774,-0.08012252300977707,0.020265845581889153,0.9668919444084167,2.222222328186035,-0.00048530069761909544,0.8826112151145935,0.47013282775878906
320,6.071337699890137,28.576337814331055,-4.795385360717773,0.24143187701702118,-0.08012445271015167,0.020273109897971153,0.9668918251991272,2.222222328186035,-0.000500249385368079,0.882611870765686,0.4701251983642578
321,6.103860378265381,28.68172264099121,-4.990566253662109,0.24143125116825104,-0.08012638986110687,0.020280402153730392,0.9668916463851929,2.222222328186035,-0.0005098741967231035,0.8825865387916565,0.47012487053871155
322,6.136387348175049,28.787118911743164,-5.185769081115723,0.24143065512180328,-0.08012833446264267,0.02028772234916687,0.9668914675712585,2.222222328186035,-0.0005257906741462648,0.8826046586036682,0.47012725472450256
323,6.168917179107666,28.892528533935547,-5.380992889404297,0.24143004417419434,-0.08013027161359787,0.02029506489634514,0.9668912887573242,2.222222328186035,-0.0005452975165098906,0.8826196193695068,0.4701317548751831
324,6.201401233673096,28.997787475585938,-5.5759406089782715,0.24142949283123016,-0.08013223856687546,0.020302431657910347,0.9668912291526794,2.222222328186035,-0.0005462050321511924,0.8826218247413635,0.4701331555843353
325,6.233852386474609,29.10293960571289,-5.77069091796875,0.24142888188362122,-0.08013418316841125,0.0203098114579916,0.9668910503387451,2.222222328186035,-0.0005665963981300592,0.8825931549072266,0.4701220393180847
326,6.266265869140625,29.207969665527344,-5.965212821960449,0.24142824113368988,-0.08013612776994705,0.020317206159234047,0.966890811920166,2.222222328186035,-0.0005818327772431076,0.8826007843017578,0.470132052898407
327,6.2986531257629395,29.312915802001953,-6.159579277038574,0.24142760038375854,-0.08013807237148285,0.020324615761637688,0.9668906331062317,2.222222328186035,-0.0005917188245803118,0.8826053142547607,0.4701228141784668
328,6.3310980796813965,29.418048858642578,-6.3542938232421875,0.2414269745349884,-0.08014003187417984,0.02033206634223461,0.9668905138969421,2.222222328186035,-0.0005973124643787742,0.8825932145118713,0.4701302945613861
329,6.363554954528809,29.52322006225586,-6.549077033996582,0.24142636358737946,-0.08014199882745743,0.020339544862508774,0.9668903350830078,2.222222328186035,-0.0006224290700629354,0.8826128244400024,0.4701314866542816
330,6.395981311798096,29.6282901763916,-6.743679523468018,0.2414257526397705,-0.08014398068189621,0.02034704014658928,0.9668901562690735,2.222222328186035,-0.0006288067088462412,0.8825932145118713,0.4701182544231415
331,6.428421497344971,29.733407974243164,-6.938362121582031,0.24142512679100037,-0.0801459476351738,0.020354555919766426,0.9668899774551392,2.222222328186035,-0.0006504629855044186,0.8826265931129456,0.4701445400714874
332,6.460841178894043,29.838457107543945,-7.132923603057861,0.24142448604106903,-0.08014791458845139,0.020362090319395065,0.9668898582458496,2.222222328186035,-0.0006703658727928996,0.8826158046722412,0.4701330065727234
333,6.493274688720703,29.943553924560547,-7.327569484710693,0.24142387509346008,-0.08014989644289017,0.020369652658700943,0.9668896794319153,2.222222328186035,-0.000664512743242085,0.8825690746307373,0.470111608505249
334,6.525721073150635,30.048690795898438,-7.52229118347168,0.24142324924468994,-0.08015187084674835,0.020377235487103462,0.966889500617981,2.222222328186035,-0.0006889150245115161,0.8825943470001221,0.4701283276081085
335,6.5581464767456055,30.15376091003418,-7.716888427734375,0.2414226233959198,-0.08015386015176773,0.020384836941957474,0.9668893218040466,2.222222328186035,-0.0007036037859506905,0.8826051354408264,0.4701434373855591
336,6.590585708618164,30.258872985839844,-7.911565780639648,0.24142199754714966,-0.0801558569073677,0.020392462611198425,0.9668891429901123,2.222222328186035,-0.0007218492100946605,0.8825832009315491,0.4701174199581146
337,6.623036861419678,30.364025115966797,-8.106316566467285,0.24142134189605713,-0.08015784621238708,0.02040010690689087,0.966888964176178,2.222222328186035,-0.0007304075988940895,0.882590651512146,0.4701184332370758
338,6.65549898147583,30.469213485717773,-8.301132202148438,0.2414207011461258,-0.08015982806682587,0.020407775416970253,0.9668888449668884,2.222222328186035,-0.0007443089853040874,0.8825834393501282,0.4701068103313446
339,6.687978744506836,30.574460983276367,-8.496058464050293,0.24142007529735565,-0.08016183972358704,0.020415468141436577,0.9668886661529541,2.222222328186035,-0.0007600781973451376,0.8825877904891968,0.4701254367828369
340,6.720475196838379,30.67976188659668,-8.691082000732422,0.24141943454742432,-0.08016384392976761,0.020423181354999542,0.9668884873390198,2.222222328186035,-0.0007660972769372165,0.8825912475585938,0.47011440992355347
341,6.752945899963379,30.784976959228516,-8.885950088500977,0.24141880869865417,-0.08016584068536758,0.02043091133236885,0.9668883085250854,2.222222328186035,-0.0007853605202399194,0.8825927972793579,0.4701090455055237
342,6.785434246063232,30.890247344970703,-9.080923080444336,0.24141818284988403,-0.08016785234212875,0.0204386617988348,0.9668881297111511,2.222222328186035,-0.0007994776242412627,0.8825966119766235,0.47012344002723694
343,6.817921161651611,30.99551773071289,-9.27588939666748,0.2414175271987915,-0.08016985654830933,0.020446427166461945,0.9668880105018616,2.222222328186035,-0.0008100459817796946,0.8826099038124084,0.4701436758041382
344,6.850456237792969,31.100940704345703,-9.471141815185547,0.24141687154769897,-0.08017188310623169,0.020454224199056625,0.9668877720832825,2.222222328186035,-0.0008295424049720168,0.8826094269752502,0.4701293408870697
345,6.882960796356201,31.206268310546875,-9.666216850280762,0.24141626060009003,-0.08017390221357346,0.020462028682231903,0.9668875932693481,2.222222328186035,-0.000840136141050607,0.882599413394928,0.4701099395751953
346,6.915512561798096,31.31174659729004,-9.861568450927734,0.2414155751466751,-0.08017591387033463,0.02046985737979412,0.9668874740600586,2.222222328186035,-0.0008526340243406594,0.8826287388801575,0.47014760971069336
347,6.948032379150391,31.4171199798584,-10.056733131408691,0.24141491949558258,-0.08017793297767639,0.020477695390582085,0.9668872952461243,2.222222328186035,-0.0008792034350335598,0.8825913667678833,0.47012317180633545
348,6.980596542358398,31.522640228271484,-10.252164840698242,0.24141430854797363,-0.08017996698617935,0.020485561341047287,0.9668871164321899,2.222222328186035,-0.0008793898159638047,0.8826130032539368,0.4701211154460907
349,7.013160705566406,31.628158569335938,-10.44759464263916,0.24141362309455872,-0.08018198609352112,0.020493442192673683,0.9668869376182556,2.222222328186035,-0.0009060996235348284,0.8826204538345337,0.47012946009635925
350,7.045732498168945,31.73370361328125,-10.643071174621582,0.2414129674434662,-0.08018402010202408,0.020501339808106422,0.9668867588043213,2.222222328186035,-0.0009115595603361726,0.8825930953025818,0.4701242744922638
351,7.078262805938721,31.839113235473633,-10.838297843933105,0.24141234159469604,-0.08018605411052704,0.02050924114882946,0.966886579990387,2.222222328186035,-0.0009259282378479838,0.8826212286949158,0.47013601660728455
352,7.1107964515686035,31.944530487060547,-11.03354263305664,0.24141168594360352,-0.0801880732178688,0.02051715739071369,0.9668865203857422,2.222222328186035,-0.00094030168838799,0.8825914859771729,0.47013798356056213
353,7.143373012542725,32.05009078979492,-11.229045867919922,0.2414109855890274,-0.08019009232521057,0.020525092259049416,0.9668862819671631,2.222222328186035,-0.0009565411019138992,0.8826004862785339,0.4701131284236908
354,7.175947666168213,32.155643463134766,-11.424541473388672,0.24141032993793488,-0.08019214123487473,0.020533043891191483,0.9668861031532288,2.222222328186035,-0.0009639264899305999,0.8825851678848267,0.470124751329422
355,7.208520889282227,32.261192321777344,-11.620026588439941,0.24140967428684235,-0.08019417524337769,0.020541004836559296,0.9668859243392944,2.222222328186035,-0.000980167998932302,0.8825918436050415,0.47012725472450256
356,7.241101264953613,32.366764068603516,-11.81555461883545,0.24140901863574982,-0.08019621670246124,0.020548982545733452,0.9668857455253601,2.222222328186035,-0.0010017345193773508,0.8826181888580322,0.4701280891895294
357,7.27363920211792,32.472198486328125,-12.010826110839844,0.24140837788581848,-0.0801982432603836,0.020556963980197906,0.9668855667114258,2.222222328186035,-0.001017992733977735,0.8825981616973877,0.47013407945632935
358,7.306179523468018,32.57763671875,-12.2061128616333,0.24140769243240356,-0.08020027726888657,0.02056495100259781,0.9668853878974915,2.222222328186035,-0.0010289826896041632,0.8825737237930298,0.4701210856437683
359,7.338672637939453,32.682926177978516,-12.401116371154785,0.24140703678131104,-0.08020231872797012,0.020572936162352562,0.9668852090835571,2.222222328186035,-0.0010382377076894045,0.882582426071167,0.4701254367828369
360,7.371180534362793,32.788265228271484,-12.596210479736328,0.2414063811302185,-0.08020435273647308,0.020580941811203957,0.9668850302696228,2.222222328186035,-0.0010652519995346665,0.8826378583908081,0.4701462686061859
361,7.403685569763184,32.89358901977539,-12.791285514831543,0.24140571057796478,-0.08020637929439545,0.02058895118534565,0.9668848514556885,2.222222328186035,-0.0010762439342215657,0.8825463056564331,0.4700987935066223
362,7.436204433441162,32.99896240234375,-12.986444473266602,0.24140505492687225,-0.0802084282040596,0.020596975460648537,0.9668846726417542,2.222222328186035,-0.0010837900917977095,0.8825573325157166,0.4701094329357147
363,7.468678951263428,33.104190826416016,-13.181333541870117,0.24140436947345734,-0.08021044731140137,0.020604994148015976,0.9668844938278198,2.222222328186035,-0.001102006179280579,0.8826333284378052,0.4701308310031891
364,7.501161098480225,33.209442138671875,-13.376275062561035,0.2414037138223648,-0.08021248131990433,0.02061302587389946,0.9668843150138855,2.222222328186035,-0.0011183108435943723,0.8825705051422119,0.47011059522628784
365,7.533651828765869,33.31472396850586,-13.571263313293457,0.2414030283689499,-0.08021451532840729,0.02062106505036354,0.966884195804596,2.222222328186035,-0.0011329783592373133,0.8825712203979492,0.4701198935508728
366,7.56615686416626,33.4200553894043,-13.766343116760254,0.24140241742134094,-0.08021655678749084,0.020629120990633965,0.9668840765953064,2.222222328186035,-0.0011371209984645247,0.8826242685317993,0.47012028098106384
367,7.598668575286865,33.5254020690918,-13.961456298828125,0.24140170216560364,-0.08021858334541321,0.02063717693090439,0.9668838381767273,2.222222328186035,-0.0011570127680897713,0.8825633525848389,0.4701113998889923
368,7.6311354637146,33.63060760498047,-14.156303405761719,0.2414010465145111,-0.08022062480449677,0.02064523659646511,0.966883659362793,2.222222328186035,-0.001169912633486092,0.8825967907905579,0.4701237380504608
369,7.6636528968811035,33.7359733581543,-14.351451873779297,0.2414003610610962,-0.08022265136241913,0.020653309300541878,0.9668834805488586,2.222222328186035,-0.001188233494758606,0.88260817527771,0.470139741897583
370,7.696133136749268,33.84122085571289,-14.546380996704102,0.24139970541000366,-0.08022467792034149,0.020661382004618645,0.9668833017349243,2.222222328186035,-0.0012046912452206016,0.8825967907905579,0.47014251351356506
371,7.728662967681885,33.946624755859375,-14.741601943969727,0.24139904975891113,-0.08022672683000565,0.020669471472501755,0.96688312292099,2.222222328186035,-0.0012247315607964993,0.8825892806053162,0.4701007008552551
372,7.761202812194824,34.05207061767578,-14.93689250946045,0.24139834940433502,-0.0802287608385086,0.020677566528320312,0.9668829441070557,2.222222328186035,-0.0012324742274358869,0.8825932741165161,0.47013717889785767
373,7.793704986572266,34.157386779785156,-15.131949424743652,0.24139772355556488,-0.08023079484701157,0.02068565972149372,0.9668827652931213,2.222222328186035,-0.0012560180621221662,0.88262939453125,0.47013211250305176
